발생원인_기타,피해면적_합계,화재시간,latitude ,longitude,기온,풍속,습도,강수량,임목존재코드,임종코드,임상코드,수종그룹코드,ta,ws,hm,pa,pv,td,ts,dc10Tca,dc10LmcsCa,시도,시군구,읍면동리,피해금액
793,0.0582689081239757,1.0,36.49056111111111,127.02845277777776,17.5,11.2,59.0,0.0,1.0,2.0,2.0,32.0,25.6,2.8,25.0,1009.5,8.1,4.0,40.9,0.0,0.0,충남,공주,사곡,6909313
793,0.3074846997479606,2.0,36.445902777777775,129.0625333333333,17.1,15.8,66.0,0.0,1.0,2.0,2.0,32.0,25.9,2.2,26.0,1009.8,8.7,4.9,46.3,0.0,0.0,경북,청송,현서,25490929
276,0.0769610411361283,1.0,36.49056111111111,127.02845277777776,17.5,11.2,59.0,0.0,1.0,2.0,2.0,32.0,24.1,3.2,26.0,1010.4,7.7,3.3,39.3,0.0,0.0,충남,공주,사곡,8002990
715,0.2851789422336623,3.0,37.71243888888889,126.77584722222224,18.2,13.0,52.0,0.0,1.0,2.0,3.0,77.0,22.7,1.0,33.0,1005.2,9.0,5.5,26.1,0.0,0.0,경기,파주,탄현,20185819
730,0.2700271372130601,3.0,35.95053333333334,128.91315,17.9,6.1,60.0,0.0,1.0,1.0,2.0,49.0,22.1,2.1,43.0,1011.6,11.4,8.9,37.2,0.0,0.0,경북,영천,임고,19299287
673,0.1823215567939546,2.0,37.368025,128.90373888888888,11.6,11.2,65.0,0.0,1.0,2.0,2.0,32.0,21.3,2.2,23.0,928.8,5.8,-0.6,31.7,0.0,0.0,강원,삼척,하장,14167634
516,0.1133286853070031,1.0,37.519125,128.13774166666667,14.9,9.4,60.0,0.0,1.0,2.0,2.0,34.0,20.0,2.8,26.0,930.1,6.1,-0.1,27.6,0.0,0.0,강원,횡성,우천,10130861
270,0.1133286853070031,1.0,35.762875,129.03910833333333,14.7,7.6,65.0,0.0,1.0,2.0,1.0,11.0,22.3,1.3,41.0,1011.5,11.0,8.4,41.5,7.0,0.0,경북,경주,산내,10130861
601,0.1655144384775733,1.0,35.95518888888889,127.64796666666668,14.5,6.8,65.0,0.0,1.0,2.0,3.0,77.0,22.7,2.1,38.0,1011.0,10.4,7.6,25.8,6.0,0.0,전북,무주,적상,13184249
767,0.0392207131532812,1.0,37.42859166666666,127.27288055555556,14.1,17.6,39.0,0.0,1.0,2.0,2.0,34.0,21.0,4.3,49.0,1011.5,12.1,9.8,35.8,0.0,0.0,경기,광주,양벌,5794803
473,0.0861776962410523,2.0,37.43919444444444,127.03582777777778,14.9,18.4,34.0,0.0,1.0,2.0,1.0,11.0,20.3,1.7,13.0,1007.3,3.1,-9.0,30.2,0.0,0.0,경기,과천,주암,8542257
641,0.009950330853168,0.0,37.36004722222222,126.797275,16.0,11.9,32.0,0.0,1.0,2.0,3.0,77.0,15.7,0.7,57.0,1007.6,10.1,7.1,19.4,10.0,0.0,경기,안산,단원,4082193
793,0.1310282624064041,2.0,35.12660277777778,128.72514444444445,16.6,8.6,55.0,0.12,1.0,2.0,2.0,34.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경남,진해,진례,11166463
828,0.009950330853168,1.0,37.67583333333333,126.89750833333332,16.7,11.2,28.0,0.0,1.0,2.0,2.0,34.0,16.5,2.1,45.0,1009.4,8.4,4.5,23.0,10.0,0.0,경기,고양,덕양,4082193
270,0.4252677354043441,5.0,37.36978055555556,127.07111388888887,16.4,10.4,30.0,0.0,2.0,0.0,0.0,82.0,11.1,1.0,50.0,1007.4,6.6,1.0,7.4,8.0,0.0,경기,성남,분당,32382415
942,0.048790164169432,1.0,37.917344444444446,127.51213888888888,12.9,10.8,48.0,0.0,1.0,2.0,2.0,34.0,20.0,3.6,22.0,927.5,5.2,-2.3,26.1,0.0,0.0,경기,가평,북,6354712
633,0.0769610411361283,2.0,37.629577777777776,127.22856666666668,14.9,13.3,32.0,0.0,1.0,2.0,2.0,34.0,22.0,2.0,23.0,1006.4,6.1,-0.1,33.4,0.0,0.0,경기,남양주,와부,8002990
715,0.0861776962410523,1.0,38.126041666666666,128.6266277777778,13.1,16.2,47.0,0.0,1.0,1.0,1.0,11.0,20.1,2.5,23.0,927.9,5.4,-1.7,27.6,0.0,0.0,강원,양양,강현,8542257
371,0.0392207131532812,1.0,35.978975,128.71168333333333,15.3,7.2,49.0,0.0,2.0,0.0,0.0,82.0,20.7,1.5,25.0,1007.4,6.1,0.0,28.7,0.0,1.2687422166874225,대구,동,진인,5794803
767,0.173953307123438,1.0,37.45697222222223,128.00246388888888,12.4,8.6,46.0,0.0,1.0,2.0,2.0,30.0,19.2,3.1,24.0,929.2,5.4,-1.8,23.7,0.0,0.0,강원,횡성,횡성,13678007
1038,0.3074846997479606,4.0,37.51055,129.01739166666667,12.9,16.2,56.0,0.0,1.0,2.0,2.0,33.0,17.5,3.1,32.0,929.8,6.4,0.6,20.2,0.0,0.0,강원,동해,신흥,25490929
767,0.1823215567939546,1.0,38.12205555555556,127.28314722222224,11.9,14.8,44.0,0.0,1.0,2.0,2.0,30.0,17.5,3.1,32.0,929.8,6.4,0.6,20.2,0.0,0.0,강원,철원,갈말,14167634
630,0.0769610411361283,1.0,36.99896111111112,128.17461944444443,11.6,9.4,50.0,0.0,1.0,2.0,2.0,34.0,15.8,0.8,40.0,1012.2,7.2,2.2,23.5,0.0,0.0,충북,제천,청풍,8002990
573,0.1133286853070031,2.0,37.67588055555555,127.34664444444444,13.7,11.9,42.0,0.0,1.0,2.0,2.0,34.0,15.6,1.2,36.0,1009.1,6.3,0.5,21.6,0.0,0.0,경기,남양주,화도,10130861
270,0.0582689081239757,1.0,37.171327777777776,129.33311388888887,15.0,16.9,56.0,0.0,1.0,1.0,1.0,11.0,15.1,2.9,43.0,930.2,7.3,2.5,15.0,5.0,1.0,강원,삼척,원덕,6909313
270,0.1823215567939546,2.0,37.938511111111104,127.08794166666668,13.7,14.8,35.0,0.0,2.0,0.0,0.0,82.0,11.3,0.7,40.0,1006.2,5.4,-1.8,11.1,0.0,0.0,경기,동두천,보산,14167634
609,0.0953101798043248,1.0,38.12205555555556,127.28314722222224,11.9,14.8,44.0,0.0,1.0,2.0,2.0,30.0,12.0,1.2,49.0,930.2,6.8,1.5,10.7,0.0,0.0,강원,철원,갈말,9076598
573,0.2468600779315258,2.0,37.719591666666666,127.16026666666669,14.6,10.4,53.0,0.01,1.0,2.0,1.0,11.0,18.7,3.9,45.0,1004.1,9.7,6.5,18.5,6.0,6.0,경기,남양주,진접,17943783
352,1.2237754316221157,4.0,37.7354,128.17700833333333,9.8,6.5,48.0,0.0,1.0,2.0,2.0,33.0,24.0,1.9,16.0,1002.0,4.8,-3.3,25.9,5.0,1.2687422166874225,강원,홍천,서,91103100
767,1.0986122886681096,3.0,37.94846666666666,127.30578333333332,11.8,9.7,42.0,0.0,1.0,1.0,1.0,14.0,22.2,1.6,6.0,999.7,1.6,-17.1,25.7,5.0,0.0,경기,포천,일동,79779805
215,0.4700036292457355,2.0,36.594369444444446,127.58375833333334,13.8,6.5,47.0,0.0,1.0,1.0,1.0,14.0,21.8,1.0,24.0,1007.0,6.2,0.3,36.4,7.0,2.0,충북,청주,상당,34999912
215,0.4700036292457355,2.0,36.594369444444446,127.58375833333334,13.8,6.5,47.0,0.0,1.0,1.0,1.0,14.0,21.2,2.6,10.0,1000.8,2.5,-11.6,23.0,5.0,1.0,경기,용인,수지,34999912
473,0.8153648132841945,2.0,37.36978055555556,127.07111388888887,14.0,6.5,33.0,0.0,2.0,0.0,0.0,82.0,21.8,1.0,24.0,1007.0,6.2,0.3,36.4,7.0,2.0,경기,양평,서종,59206995
473,0.8153648132841945,2.0,37.36978055555556,127.07111388888887,14.0,6.5,33.0,0.0,2.0,0.0,0.0,82.0,21.2,2.6,10.0,1000.8,2.5,-11.6,23.0,5.0,1.0,경북,예천,지보,59206995
573,0.0582689081239757,1.0,37.62201666666667,127.4028888888889,12.7,5.8,43.0,0.0,2.0,0.0,0.0,82.0,17.2,1.7,27.0,1010.3,5.3,-1.9,23.7,0.0,0.0,경기,광주,초월,6909313
831,0.8837675401685949,2.0,36.65394166666667,128.45784166666667,10.0,16.9,41.0,0.0,1.0,2.0,2.0,30.0,23.3,3.5,16.0,1005.8,4.6,-3.9,33.4,0.0,0.0,경기,남양주,진접,63209238
828,0.7884573603642702,4.0,37.36846944444444,127.27747222222222,11.3,15.5,22.0,0.0,1.0,2.0,2.0,30.0,21.7,1.2,20.0,1006.5,5.2,-2.2,41.7,0.0,0.0,강원,삼척,도계,57632640
270,0.4700036292457355,2.0,37.719591666666666,127.16026666666669,10.7,16.9,23.0,0.0,1.0,2.0,1.0,11.0,17.8,2.6,16.0,1004.5,3.2,-8.4,27.9,1.0,0.0,경기,광주,도척,34999912
270,0.0953101798043248,1.0,37.21092777777778,129.05818055555557,6.7,16.2,44.0,0.0,1.0,2.0,1.0,11.0,13.6,5.7,24.0,924.4,3.7,-6.6,16.8,0.0,0.0,경북,울진,북,9076598
270,0.048790164169432,2.0,37.44512222222222,127.19569166666668,11.3,15.5,22.0,0.0,1.0,2.0,2.0,34.0,18.3,1.2,20.0,1008.6,4.2,-5.0,30.5,0.0,0.0,충북,음성,금왕,6354712
863,0.2390169004704999,2.0,37.06371666666666,129.30798055555556,8.4,50.8,60.0,0.14,1.0,2.0,1.0,11.0,16.0,3.8,47.0,987.6,8.5,4.6,22.0,8.0,8.0,경기,연천,군남,17484878
276,0.2546422183735807,2.0,36.94695,127.58564444444444,9.8,15.8,69.0,8.32,1.0,1.0,1.0,14.0,11.1,0.9,56.0,1008.7,7.4,2.6,9.6,9.0,7.0,경기,화성,장안,18399116
233,0.29266961396282,1.0,37.99158333333333,127.0476861111111,13.2,10.8,50.0,0.0,1.0,2.0,2.0,34.0,22.1,2.3,16.0,1002.5,4.2,-4.9,25.5,0.0,0.0,충남,천안,동남,20624099
236,0.262364264467491,2.0,37.18929444444444,126.95282222222222,14.4,13.7,40.0,0.0,1.0,2.0,2.0,34.0,20.2,1.6,22.0,1004.5,5.2,-2.2,22.2,0.0,0.0,경기,안성,고삼,18850933
406,0.7080357930536959,11.0,36.77898888888889,127.18761944444444,12.4,21.2,52.0,0.0,1.0,1.0,1.0,14.0,15.8,3.5,34.0,1010.2,6.1,0.0,17.2,9.0,9.0,경기,가평,북,52927174
270,1.7101878155342434,7.0,37.09835555555556,127.27528055555555,13.7,18.7,47.0,0.0,1.0,2.0,2.0,34.0,14.4,0.5,51.0,1005.5,8.3,4.3,14.0,6.0,2.0,충남,천안,동남,123563089
352,0.048790164169432,1.0,37.99478333333334,127.50332777777778,9.8,11.2,67.0,0.97,1.0,2.0,2.0,32.0,14.8,3.9,35.0,925.7,5.9,-0.5,6.8,0.0,0.0,충남,금산,남일,6354712
270,0.2151113796169455,1.0,36.71304166666667,127.10963055555555,12.1,24.5,64.0,0.1,1.0,2.0,1.0,11.0,18.9,2.4,31.0,1008.0,6.7,1.3,29.3,0.0,0.0,경남,합천,율곡,16086166
688,0.0769610411361283,1.0,36.04009166666666,127.5309,13.5,15.8,60.0,0.34,1.0,2.0,1.0,11.0,17.0,0.8,45.0,1009.2,8.7,4.9,28.5,0.0,0.0,충남,청양,대치,8002990
124,1.4609379041156565,4.0,35.55659722222222,128.14406666666665,6.7,23.8,67.0,3.87,1.0,2.0,2.0,30.0,13.8,4.8,41.0,1004.9,6.4,0.7,26.6,2.0,2.0,충남,당진,석문,104979476
767,0.1397619423751587,1.0,36.44828055555556,126.89686944444443,8.3,28.1,59.0,2.56,1.0,2.0,2.0,30.0,17.2,2.3,24.0,1004.3,4.7,-3.5,23.4,8.0,7.0,전북,무주,부남,11677471
841,0.3987761199573677,3.0,36.99856944444444,126.56658333333333,7.6,50.0,64.0,1.96,1.0,1.0,1.0,15.0,16.0,2.1,27.0,1006.2,4.9,-3.0,27.4,5.0,1.0,충북,보은,속리산,30832390
326,0.6931471805599453,5.0,35.94355833333333,127.55328333333333,7.9,23.8,59.0,2.81,1.0,2.0,2.0,33.0,17.3,4.0,33.0,1006.6,6.5,0.8,22.5,3.0,0.0,충남,보령,주교,52056041
1053,0.3987761199573677,3.0,36.56026388888888,127.76721666666668,8.1,24.5,56.0,4.85,1.0,2.0,3.0,77.0,14.0,4.0,31.0,1007.4,5.0,-2.8,27.0,4.0,0.0,충남,예산,신양,30832390
573,0.6931471805599453,3.0,36.36805833333333,126.59923333333332,8.0,38.9,62.0,2.61,1.0,2.0,3.0,77.0,12.6,3.3,33.0,1008.2,4.8,-3.2,23.7,5.0,0.0,경남,거제,거제,52056041
218,0.0769610411361283,1.0,36.61567222222222,126.90726666666669,3.4,13.0,54.0,0.0,1.0,2.0,1.0,11.0,11.0,2.7,32.0,1008.8,4.2,-5.0,11.4,1.0,0.0,경기,군포시,둔대,8002990
793,0.0198026272961797,3.0,34.86818888888889,128.56524722222224,6.3,15.5,48.0,0.0,1.0,2.0,1.0,15.0,12.1,2.1,28.0,1008.3,4.0,-5.8,39.1,0.0,0.0,대전,동,하소,4658651
420,0.29266961396282,3.0,37.31281666666666,126.9302277777778,4.9,14.8,36.0,0.0,1.0,2.0,1.0,11.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,전남,해남,해남,20624099
885,0.5988365010887039,3.0,36.38486388888889,127.385925,3.1,24.1,49.0,0.04,1.0,1.0,1.0,14.0,8.3,3.8,25.0,1008.5,2.7,-10.6,12.2,6.0,1.2687422166874225,전북,순창,적성,42537923
270,1.0986122886681096,3.0,34.57451666666667,126.56624444444444,5.7,38.5,53.0,0.02,1.0,1.0,1.0,14.0,8.5,2.9,34.0,1012.9,3.8,-6.4,27.5,0.0,0.0,전북,완주,구이,79779805
921,0.5481214085096875,2.0,35.43423055555555,127.24655,0.8,26.3,57.0,0.39,1.0,2.0,1.0,11.0,8.5,7.2,33.0,1014.1,3.7,-6.8,17.2,2.0,2.0,전북,전주,덕진,39570583
276,0.4252677354043441,2.0,35.755497222222225,127.11669166666664,3.7,27.7,53.0,0.15,1.0,2.0,1.0,11.0,8.7,6.5,33.0,1014.6,3.7,-6.7,14.8,7.0,7.0,광주,동,학,32382415
700,0.5988365010887039,2.0,35.84358888888889,127.1613777777778,3.7,27.7,53.0,0.15,1.0,2.0,2.0,30.0,8.7,6.5,33.0,1014.6,3.7,-6.7,14.8,7.0,7.0,대구,달성,하빈,42537923
276,0.7654678421395714,4.0,35.17491388888889,126.86039722222222,4.1,28.8,53.0,0.16,2.0,0.0,0.0,82.0,6.5,4.1,35.0,1010.5,3.4,-7.8,13.6,8.0,1.2687422166874225,경기,남양주,별내,56287523
853,0.0861776962410523,2.0,35.916711111111105,128.42873333333333,4.7,24.1,42.0,0.0,1.0,2.0,3.0,77.0,6.9,4.6,39.0,1013.9,3.9,-6.1,15.1,1.0,1.0,경남,양산,원동,8542257
573,0.3576744442718159,2.0,37.66367222222222,127.09527222222222,4.8,25.6,33.0,0.0,2.0,0.0,0.0,82.0,3.3,3.6,55.0,1011.5,4.3,-4.8,7.9,0.0,0.0,전남,강진,성전,28427531
843,0.6830968447064438,6.0,35.361219444444444,128.90074166666668,5.0,26.3,44.0,0.0,1.0,2.0,1.0,11.0,5.6,6.0,37.0,1003.5,3.4,-7.9,2.9,0.0,0.0,전북,남원,산내,51467996
270,0.1823215567939546,4.0,34.672041666666665,126.69853611111112,8.3,42.5,61.0,0.03,1.0,2.0,3.0,77.0,8.3,3.1,55.0,1009.0,6.0,-0.2,10.8,0.0,0.0,경기,화성,양감,14167634
793,0.048790164169432,2.0,35.41670555555555,127.66196111111113,5.9,29.2,52.0,0.58,1.0,2.0,2.0,34.0,8.9,5.6,62.0,1008.6,7.1,2.0,10.5,7.0,7.0,경기,성남,수정,6354712
715,0.048790164169432,1.0,37.06166666666666,126.93460833333334,6.1,34.6,60.0,0.73,1.0,2.0,2.0,34.0,9.1,6.9,65.0,996.1,7.5,2.8,11.4,7.0,7.0,경기,광주,초월,6354712
270,0.048790164169432,1.0,37.445005555555554,127.08800555555555,5.8,28.4,61.0,2.15,1.0,2.0,2.0,34.0,9.5,5.5,65.0,1001.1,7.7,3.2,13.8,8.0,8.0,경기,양평,양동,6354712
828,1.3270750014599193,9.0,37.36846944444444,127.27747222222222,6.4,18.0,21.0,0.0,1.0,2.0,2.0,30.0,16.6,1.4,19.0,1012.1,3.6,-7.1,37.3,1.0,0.0,경남,거창,웅양,97147158
573,0.3293037471426003,2.0,37.37395277777778,127.76166111111112,4.1,18.7,34.0,0.0,1.0,2.0,2.0,33.0,14.0,3.0,12.0,1014.3,1.9,-15.0,20.1,0.0,0.0,전북,순창,인계,26767562
233,0.6780335427498971,1.0,35.64798888888889,127.96759444444444,6.3,11.9,41.0,0.0,1.0,2.0,2.0,30.0,11.6,3.5,41.0,1010.7,5.6,-1.2,29.4,2.0,2.0,전북,전주,완산,51171742
573,0.4317824164255378,2.0,35.453947222222226,127.17473055555556,5.7,11.5,45.0,0.0,2.0,0.0,0.0,82.0,13.7,1.9,24.0,1013.7,3.8,-6.5,22.2,0.0,0.0,대구,군위,부계,32763589
793,0.0392207131532812,0.0,35.802325,127.13996666666668,5.6,12.6,44.0,0.0,1.0,2.0,3.0,77.0,9.6,1.4,43.0,1016.5,5.2,-2.3,15.9,0.0,0.0,전북,군산,옥도,5794803
406,0.0582689081239757,1.0,36.22172777777778,128.5752138888889,8.9,26.6,52.0,0.05,1.0,2.0,1.0,15.0,13.6,3.4,20.0,1007.5,3.1,-8.9,11.4,8.0,8.0,전남,순천,별량,6909313
793,0.0769610411361283,3.0,35.82165833333334,126.416325,7.9,36.0,70.0,0.19,2.0,0.0,0.0,82.0,12.7,4.8,49.0,1008.9,7.2,2.2,20.5,6.0,0.0,경기,동두천,안흥,8002990
573,1.128171090909654,5.0,34.953469444444444,127.49705833333331,10.9,25.2,63.0,0.12,2.0,0.0,0.0,82.0,13.6,2.7,67.0,1008.5,10.4,7.5,34.9,1.0,1.0,경기,용인,처인,81509290
371,0.0953101798043248,1.0,37.87560555555556,127.04554166666668,7.5,31.7,44.0,0.03,1.0,2.0,2.0,30.0,10.0,4.8,42.0,1002.7,5.2,-2.3,11.2,5.0,1.0,전북,임실,청웅,9076598
573,0.1484200051182732,1.0,37.13330555555556,127.4116638888889,9.0,13.0,51.0,0.0,1.0,2.0,3.0,77.0,10.8,1.6,29.0,1004.6,3.8,-6.5,8.1,0.0,0.0,경남,산청,단성,12184054
451,1.6094379124341005,4.0,35.56735833333334,127.16878611111112,9.2,11.2,45.0,0.0,2.0,0.0,0.0,82.0,19.0,3.3,21.0,1012.6,4.6,-3.8,22.1,6.0,0.0,전북,장수,장계,117668212
828,0.1397619423751587,1.0,35.3099,127.97251944444444,9.9,7.9,40.0,0.0,1.0,2.0,1.0,11.0,17.2,2.5,32.0,1015.4,6.2,0.3,32.2,7.0,0.0,강원,정선,정선,11677471
405,0.173953307123438,1.0,35.70355,127.6030722222222,6.4,13.0,47.0,0.0,1.0,1.0,1.0,14.0,15.8,3.9,26.0,1016.7,4.7,-3.6,21.7,0.0,0.0,경기,평택,지산,13678007
492,0.0676586484738148,1.0,37.371875,128.65834722222223,4.6,23.8,58.0,0.0,1.0,2.0,2.0,30.0,11.4,4.7,32.0,929.8,4.3,-4.7,0.0,0.0,0.0,경북,영덕,병곡,7458707
270,0.048790164169432,1.0,37.06940555555556,127.078575,8.0,23.0,60.0,0.0,1.0,1.0,1.0,14.0,15.2,3.4,39.0,1008.8,6.7,1.3,18.7,0.0,0.0,세종,금남,봉암,6354712
942,1.504077396776274,4.0,36.55177777777777,129.3818361111111,10.7,24.8,49.0,0.0,1.0,2.0,1.0,11.0,17.4,4.7,19.0,1015.6,3.8,-6.5,32.1,0.0,0.0,충남,천안,동남,111503568
403,0.0582689081239757,1.0,36.56893055555556,127.28357222222222,5.5,15.1,66.0,0.0,1.0,1.0,1.0,14.0,13.1,2.5,43.0,1015.3,6.4,0.7,17.1,0.0,0.0,충남,천안,동남,6909313
233,0.0392207131532812,1.0,36.75676111111111,127.23658055555556,6.1,18.0,66.0,0.0,1.0,2.0,2.0,31.0,11.5,2.9,47.0,1014.8,6.3,0.5,18.9,0.0,0.0,경남,창녕,도천,5794803
233,0.0295588022415443,1.0,36.75676111111111,127.23658055555556,6.1,18.0,66.0,0.0,1.0,2.0,2.0,31.0,11.5,2.9,47.0,1014.8,6.3,0.5,18.9,0.0,0.0,경남,산청,삼장,5229485
233,0.2231435513142097,2.0,35.511044444444444,128.5190138888889,6.6,11.5,64.0,0.0,1.0,2.0,1.0,11.0,13.7,3.5,23.0,1011.0,3.6,-7.1,12.2,0.0,0.0,경기,화성,중,16556129
828,0.0769610411361283,1.0,35.30631666666666,127.84925277777778,4.2,13.7,62.0,0.0,1.0,2.0,2.0,34.0,13.3,3.6,30.0,1013.6,4.6,-3.9,29.1,0.0,0.0,충북,괴산,감물,8002990
402,0.1823215567939546,3.0,37.16611111111111,126.91573333333334,6.1,19.1,49.0,0.0,1.0,1.0,1.0,14.0,12.4,3.6,21.0,1006.1,3.0,-9.3,16.3,0.0,0.0,경기,안산,단원,14167634
573,0.1310282624064041,1.0,36.79128055555555,127.81185,4.4,13.3,55.0,0.02,1.0,2.0,1.0,11.0,7.9,1.1,37.0,1015.6,3.9,-5.9,14.6,8.0,0.0,충북,옥천,동이,11166463
573,0.0295588022415443,1.0,37.20064444444445,126.53918055555556,3.5,15.8,50.0,0.0,1.0,2.0,1.0,15.0,7.6,3.5,49.0,1020.0,5.1,-2.4,16.6,0.0,0.0,충남,공주,정안,5229485
371,0.3920420877760237,2.0,36.32713888888889,127.59848888888888,3.4,10.1,48.0,0.0,1.0,2.0,2.0,34.0,11.3,1.3,19.0,1020.2,2.5,-11.5,21.9,0.0,0.0,경기,파주,적성,30438382
371,0.2546422183735807,2.0,36.59876111111112,127.068825,2.2,11.5,51.0,0.0,1.0,2.0,2.0,31.0,11.3,1.5,23.0,1021.3,3.1,-9.1,23.7,0.0,0.0,경기,양평,양평,18399116
1039,0.009950330853168,0.0,37.91681944444444,126.9734888888889,3.0,16.6,40.0,0.0,1.0,2.0,2.0,34.0,10.3,3.4,15.0,1014.2,1.9,-15.2,15.1,0.0,0.0,경남,사천,용현,4082193
270,0.4054651081081644,2.0,37.48591388888889,127.49269166666669,0.3,10.8,37.0,0.0,1.0,2.0,2.0,34.0,5.9,2.1,22.0,1018.3,2.0,-14.2,13.4,0.0,0.0,충북,음성,삼성,31223763
514,0.009950330853168,1.0,35.01894166666666,128.06998888888887,2.6,8.3,50.0,0.0,1.0,2.0,1.0,15.0,7.2,2.8,21.0,1016.3,2.1,-13.7,24.0,0.0,0.0,충남,서천,마산,4082193
573,0.1988508587451651,1.0,37.03650277777778,127.51803055555555,0.0,16.6,40.0,0.0,1.0,2.0,2.0,34.0,5.1,2.1,28.0,1017.5,2.5,-11.9,20.2,0.0,0.0,경기,화성,매송,15134763
491,0.1906203596086497,2.0,36.07538611111112,126.79752222222224,2.0,20.9,46.0,0.0,1.0,1.0,1.0,14.0,5.1,2.1,28.0,1017.5,2.5,-11.9,20.2,0.0,0.0,경기,화성,팔탄,14653197
233,0.0953101798043248,1.0,37.24993888888889,126.91661388888888,1.7,16.6,28.0,0.0,1.0,1.0,1.0,14.0,4.0,1.2,18.0,1010.7,1.5,-18.2,7.9,0.0,0.0,경기,하남,감이,9076598
270,0.009950330853168,1.0,37.14438611111111,126.88472222222222,2.8,32.4,51.0,0.0,1.0,1.0,1.0,11.0,3.4,4.8,28.0,1003.8,2.2,-13.4,5.3,0.0,0.0,충남,금산,제원,4082193
270,0.0676586484738148,2.0,37.527991666666665,127.21623611111112,6.9,9.0,53.0,0.05,1.0,2.0,2.0,30.0,5.0,3.1,53.0,1004.1,4.6,-3.8,4.6,7.0,7.0,충북,청주,상당,7458707
885,0.7419373447293773,4.0,36.11512777777778,127.5402111111111,4.1,10.8,65.0,0.05,1.0,1.0,1.0,11.0,10.6,0.7,53.0,1014.3,6.8,1.4,19.8,2.0,0.0,인천,서구,왕길,54910754
573,0.1484200051182732,2.0,36.64846666666666,127.50616666666669,3.6,20.9,69.0,0.4,1.0,1.0,1.0,13.0,10.4,3.5,34.0,1009.2,4.3,-4.8,9.3,3.0,3.0,대구,수성,매호,12184054
352,0.1484200051182732,0.0,37.59084166666667,126.66337777777778,-3.4,41.4,36.0,0.0,1.0,2.0,2.0,31.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,의성,다인,12184054
201,0.009950330853168,1.0,35.84838888888889,128.70372777777777,-1.3,27.7,43.0,0.0,1.0,2.0,2.0,30.0,3.6,5.1,18.0,1007.9,1.4,-18.5,12.0,7.0,0.0,경기,남양주,진접,4082193
767,0.262364264467491,2.0,36.41184722222222,128.47431944444443,3.4,7.2,60.0,0.0,1.0,2.0,2.0,34.0,15.3,1.7,25.0,1013.6,4.3,-4.6,14.6,0.0,0.0,경기,화성,매송,18850933
352,1.3862943611198906,9.0,37.719591666666666,127.16026666666669,9.3,9.7,92.0,0.38,1.0,2.0,1.0,11.0,15.9,3.6,71.0,1007.7,12.8,10.6,13.1,4.0,4.0,충북,청주,상당,100612083
215,0.1222176327242492,2.0,37.24993888888889,126.91661388888888,6.6,22.3,63.0,0.11,1.0,1.0,1.0,14.0,13.7,5.6,55.0,1010.0,8.6,4.8,13.1,6.0,4.0,경남,진주,수곡,10650953
573,0.0295588022415443,1.0,36.594369444444446,127.58375833333334,6.4,22.0,67.0,0.0,1.0,1.0,1.0,14.0,15.3,3.5,44.0,1017.6,7.6,3.1,19.6,5.0,5.0,전남,나주,다도,5229485
828,0.9082585601768908,3.0,35.22304722222223,127.90679722222222,2.5,9.7,64.0,0.0,1.0,2.0,2.0,30.0,8.7,4.1,31.0,1025.4,3.5,-7.5,9.9,0.0,0.0,경기,가평,청평,68642208
215,0.1823215567939546,2.0,34.96425833333333,126.85919722222222,4.2,10.1,66.0,0.0,1.0,2.0,3.0,77.0,11.1,1.1,40.0,1021.7,5.3,-2.0,22.4,0.0,0.0,경기,용인,처인,14167634
573,0.1823215567939546,1.0,37.80314444444444,127.45272222222222,-0.9,9.0,66.0,0.0,1.0,2.0,2.0,34.0,0.6,6.5,44.0,936.5,2.8,-10.2,-0.9,0.0,0.0,경기,가평,청평,14167634
386,0.0582689081239757,2.0,37.17258055555556,127.28476666666668,0.3,19.8,60.0,0.0,1.0,2.0,2.0,34.0,5.1,3.2,41.0,1007.2,3.6,-7.0,5.5,4.0,4.0,경기,이천,호법,6909313
352,0.0676586484738148,1.0,37.72955833333334,127.42266111111113,4.4,7.6,70.0,0.0,1.0,2.0,3.0,77.0,-1.8,2.8929839391377854,97.0,935.3,5.2,-2.2,-1.3,9.0,9.0,충남,보령,청소,7458707
548,0.009950330853168,1.0,37.28933611111111,127.43497222222224,2.9,10.8,67.0,0.04,1.0,2.0,2.0,34.0,6.8,1.0,49.0,1013.8,4.9,-3.1,2.5,8.0,8.0,대구,남,대명,4082193
396,0.009950330853168,1.0,36.41773888888888,126.60280277777775,2.3,18.4,64.0,0.16,1.0,2.0,2.0,34.0,3.2,0.8,68.0,1018.9,5.2,-2.1,4.8,8.0,8.0,경북,청도,청도,4082193
793,0.0295588022415443,2.0,35.84088333333334,128.55847222222224,4.6,6.1,70.0,0.45,1.0,2.0,3.0,77.0,12.5,2.0,36.0,1014.1,5.2,-2.1,6.7,0.0,0.0,경기,이천,신둔,5229485
